species_a,species_b,timetree_taxon_id_a,timetree_taxon_id_b,timetree_query_a,timetree_query_b,timetree_name_a,timetree_name_b,timetree_mya,timetree_ci_low,timetree_ci_high,timetree_study_count,timetree_source,timetree_error
Chestnut-crowned babbler (Pomatostomus ruficeps),Mona monkey (Cercopithecus mona),9176,36226,Pomatostomus ruficeps,Cercopithecus mona,Pomatostomus ruficeps,Cercopithecus mona,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Chestnut-crowned babbler (Pomatostomus ruficeps),Chacma baboon (Papio ursinus),9176,36229,Pomatostomus ruficeps,Papio ursinus,Pomatostomus ruficeps,Papio ursinus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Chestnut-crowned babbler (Pomatostomus ruficeps),Zebra finch (Taeniopygia guttata),9176,59729,Pomatostomus ruficeps,Taeniopygia guttata,Pomatostomus ruficeps,Taeniopygia guttata,,,,,TimeTree API pairwise summaryjson,JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
European starling (Sturnus vulgaris),African grey parrot (Psittacus erithacus),9172,57247,Sturnus vulgaris,Psittacus erithacus,Sturnus vulgaris,Psittacus erithacus,67.814305,56.259865,86.0,12.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Mandrill (Mandrillus sphinx),9172,9561,Sturnus vulgaris,Mandrillus sphinx,Sturnus vulgaris,Mandrillus sphinx,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Drill (Mandrillus leucophaeus),9172,9568,Sturnus vulgaris,Mandrillus leucophaeus,Sturnus vulgaris,Mandrillus leucophaeus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Red colobus (Piliocolobus spp.),9172,591932,Sturnus vulgaris,Piliocolobus,Sturnus vulgaris,Piliocolobus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Black-and-white colobus (Colobus guereza),9172,33548,Sturnus vulgaris,Colobus guereza,Sturnus vulgaris,Colobus guereza,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Langurs (Semnopithecus spp. / Trachypithecus spp.),9172,88028,Sturnus vulgaris,Semnopithecus,Sturnus vulgaris,Semnopithecus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Chimpanzee (Pan troglodytes),9172,9598,Sturnus vulgaris,Pan troglodytes,Sturnus vulgaris,Pan troglodytes,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Bonobo (Pan paniscus),9172,9597,Sturnus vulgaris,Pan paniscus,Sturnus vulgaris,Pan paniscus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Western Gorilla (Gorilla gorilla),9172,9593,Sturnus vulgaris,Gorilla gorilla,Sturnus vulgaris,Gorilla gorilla,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Eastern Gorilla (Gorilla beringei),9172,499232,Sturnus vulgaris,Gorilla beringei,Sturnus vulgaris,Gorilla beringei,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Bornean Orangutan (Pongo pygmaeus),9172,9600,Sturnus vulgaris,Pongo pygmaeus,Sturnus vulgaris,Pongo pygmaeus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Siamang (Symphalangus syndactylus),9172,9590,Sturnus vulgaris,Symphalangus syndactylus,Sturnus vulgaris,Symphalangus syndactylus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",9172,9578,Sturnus vulgaris,Hylobates,Sturnus vulgaris,Hylobates,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Brown lemurs (Eulemur spp.),9172,13513,Sturnus vulgaris,Eulemur,Sturnus vulgaris,Eulemur,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Indri (Indri indri),9172,34827,Sturnus vulgaris,Indri indri,Sturnus vulgaris,Indri indri,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Rhesus macaque (Macaca mulatta),9172,9544,Sturnus vulgaris,Macaca mulatta,Sturnus vulgaris,Macaca mulatta,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Japanese macaque (Macaca fuscata),9172,9542,Sturnus vulgaris,Macaca fuscata,Sturnus vulgaris,Macaca fuscata,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Vervet monkey (Chlorocebus pygerythrus),9172,60710,Sturnus vulgaris,Chlorocebus pygerythrus,Sturnus vulgaris,Chlorocebus pygerythrus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Campbell's monkey (Cercopithecus campbelli),9172,303588,Sturnus vulgaris,Cercopithecus campbelli,Sturnus vulgaris,Cercopithecus campbelli,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Olive baboon (Papio anubis),9172,9555,Sturnus vulgaris,Papio anubis,Sturnus vulgaris,Papio anubis,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Yellow baboon (Papio cynocephalus),9172,9556,Sturnus vulgaris,Papio cynocephalus,Sturnus vulgaris,Papio cynocephalus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Ring-tailed lemur (Lemur catta),9172,9447,Sturnus vulgaris,Lemur catta,Sturnus vulgaris,Lemur catta,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Mouse lemurs (Microcebus spp.),9172,13149,Sturnus vulgaris,Microcebus,Sturnus vulgaris,Microcebus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Tufted capuchin (Sapajus apella),9172,9515,Sturnus vulgaris,Sapajus apella,Sturnus vulgaris,Sapajus apella,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Common marmoset (Callithrix jacchus),9172,9483,Sturnus vulgaris,Callithrix jacchus,Sturnus vulgaris,Callithrix jacchus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Howler monkey (Alouatta spp.),9172,9499,Sturnus vulgaris,Alouatta,Sturnus vulgaris,Alouatta,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Diana monkey (Cercopithecus diana),9172,36224,Sturnus vulgaris,Cercopithecus diana,Sturnus vulgaris,Cercopithecus diana,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Putty-nosed monkey (Cercopithecus nictitans),9172,36228,Sturnus vulgaris,Cercopithecus nictitans,Sturnus vulgaris,Cercopithecus nictitans,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Red-tailed monkey (Cercopithecus ascanius),9172,36223,Sturnus vulgaris,Cercopithecus ascanius,Sturnus vulgaris,Cercopithecus ascanius,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),De Brazza’s monkey (Cercopithecus neglectus),9172,36227,Sturnus vulgaris,Cercopithecus neglectus,Sturnus vulgaris,Cercopithecus neglectus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),L’Hoest’s monkey (Allochrocebus lhoesti),9172,100224,Sturnus vulgaris,Allochrocebus lhoesti,Sturnus vulgaris,Allochrocebus lhoesti,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Patas monkey (Erythrocebus patas),9172,9538,Sturnus vulgaris,Erythrocebus patas,Sturnus vulgaris,Erythrocebus patas,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Talapoin monkey (Miopithecus talapoin),9172,36231,Sturnus vulgaris,Miopithecus talapoin,Sturnus vulgaris,Miopithecus talapoin,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Gelada (Theropithecus gelada),9172,9565,Sturnus vulgaris,Theropithecus gelada,Sturnus vulgaris,Theropithecus gelada,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Crowned monkey / Crowned guenon (Cercopithecus pogonias),9172,102108,Sturnus vulgaris,Cercopithecus pogonias,Sturnus vulgaris,Cercopithecus pogonias,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Mona monkey (Cercopithecus mona),9172,36226,Sturnus vulgaris,Cercopithecus mona,Sturnus vulgaris,Cercopithecus mona,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Chacma baboon (Papio ursinus),9172,36229,Sturnus vulgaris,Papio ursinus,Sturnus vulgaris,Papio ursinus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
European starling (Sturnus vulgaris),Zebra finch (Taeniopygia guttata),9172,59729,Sturnus vulgaris,Taeniopygia guttata,Sturnus vulgaris,Taeniopygia guttata,35.99253,21.364678,72.0,7.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Mandrill (Mandrillus sphinx),57247,9561,Psittacus erithacus,Mandrillus sphinx,Psittacus erithacus,Mandrillus sphinx,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Drill (Mandrillus leucophaeus),57247,9568,Psittacus erithacus,Mandrillus leucophaeus,Psittacus erithacus,Mandrillus leucophaeus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Red colobus (Piliocolobus spp.),57247,591932,Psittacus erithacus,Piliocolobus,Psittacus erithacus,Piliocolobus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Black-and-white colobus (Colobus guereza),57247,33548,Psittacus erithacus,Colobus guereza,Psittacus erithacus,Colobus guereza,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Langurs (Semnopithecus spp. / Trachypithecus spp.),57247,88028,Psittacus erithacus,Semnopithecus,Psittacus erithacus,Semnopithecus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Chimpanzee (Pan troglodytes),57247,9598,Psittacus erithacus,Pan troglodytes,Psittacus erithacus,Pan troglodytes,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Bonobo (Pan paniscus),57247,9597,Psittacus erithacus,Pan paniscus,Psittacus erithacus,Pan paniscus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Western Gorilla (Gorilla gorilla),57247,9593,Psittacus erithacus,Gorilla gorilla,Psittacus erithacus,Gorilla gorilla,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Eastern Gorilla (Gorilla beringei),57247,499232,Psittacus erithacus,Gorilla beringei,Psittacus erithacus,Gorilla beringei,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Bornean Orangutan (Pongo pygmaeus),57247,9600,Psittacus erithacus,Pongo pygmaeus,Psittacus erithacus,Pongo pygmaeus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Siamang (Symphalangus syndactylus),57247,9590,Psittacus erithacus,Symphalangus syndactylus,Psittacus erithacus,Symphalangus syndactylus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",57247,9578,Psittacus erithacus,Hylobates,Psittacus erithacus,Hylobates,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Brown lemurs (Eulemur spp.),57247,13513,Psittacus erithacus,Eulemur,Psittacus erithacus,Eulemur,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Indri (Indri indri),57247,34827,Psittacus erithacus,Indri indri,Psittacus erithacus,Indri indri,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Rhesus macaque (Macaca mulatta),57247,9544,Psittacus erithacus,Macaca mulatta,Psittacus erithacus,Macaca mulatta,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Japanese macaque (Macaca fuscata),57247,9542,Psittacus erithacus,Macaca fuscata,Psittacus erithacus,Macaca fuscata,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Vervet monkey (Chlorocebus pygerythrus),57247,60710,Psittacus erithacus,Chlorocebus pygerythrus,Psittacus erithacus,Chlorocebus pygerythrus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Campbell's monkey (Cercopithecus campbelli),57247,303588,Psittacus erithacus,Cercopithecus campbelli,Psittacus erithacus,Cercopithecus campbelli,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Olive baboon (Papio anubis),57247,9555,Psittacus erithacus,Papio anubis,Psittacus erithacus,Papio anubis,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Yellow baboon (Papio cynocephalus),57247,9556,Psittacus erithacus,Papio cynocephalus,Psittacus erithacus,Papio cynocephalus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Ring-tailed lemur (Lemur catta),57247,9447,Psittacus erithacus,Lemur catta,Psittacus erithacus,Lemur catta,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Mouse lemurs (Microcebus spp.),57247,13149,Psittacus erithacus,Microcebus,Psittacus erithacus,Microcebus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Tufted capuchin (Sapajus apella),57247,9515,Psittacus erithacus,Sapajus apella,Psittacus erithacus,Sapajus apella,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Common marmoset (Callithrix jacchus),57247,9483,Psittacus erithacus,Callithrix jacchus,Psittacus erithacus,Callithrix jacchus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Howler monkey (Alouatta spp.),57247,9499,Psittacus erithacus,Alouatta,Psittacus erithacus,Alouatta,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Diana monkey (Cercopithecus diana),57247,36224,Psittacus erithacus,Cercopithecus diana,Psittacus erithacus,Cercopithecus diana,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Putty-nosed monkey (Cercopithecus nictitans),57247,36228,Psittacus erithacus,Cercopithecus nictitans,Psittacus erithacus,Cercopithecus nictitans,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Red-tailed monkey (Cercopithecus ascanius),57247,36223,Psittacus erithacus,Cercopithecus ascanius,Psittacus erithacus,Cercopithecus ascanius,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),De Brazza’s monkey (Cercopithecus neglectus),57247,36227,Psittacus erithacus,Cercopithecus neglectus,Psittacus erithacus,Cercopithecus neglectus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),L’Hoest’s monkey (Allochrocebus lhoesti),57247,100224,Psittacus erithacus,Allochrocebus lhoesti,Psittacus erithacus,Allochrocebus lhoesti,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Patas monkey (Erythrocebus patas),57247,9538,Psittacus erithacus,Erythrocebus patas,Psittacus erithacus,Erythrocebus patas,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Talapoin monkey (Miopithecus talapoin),57247,36231,Psittacus erithacus,Miopithecus talapoin,Psittacus erithacus,Miopithecus talapoin,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Gelada (Theropithecus gelada),57247,9565,Psittacus erithacus,Theropithecus gelada,Psittacus erithacus,Theropithecus gelada,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Crowned monkey / Crowned guenon (Cercopithecus pogonias),57247,102108,Psittacus erithacus,Cercopithecus pogonias,Psittacus erithacus,Cercopithecus pogonias,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Mona monkey (Cercopithecus mona),57247,36226,Psittacus erithacus,Cercopithecus mona,Psittacus erithacus,Cercopithecus mona,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Chacma baboon (Papio ursinus),57247,36229,Psittacus erithacus,Papio ursinus,Psittacus erithacus,Papio ursinus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African grey parrot (Psittacus erithacus),Zebra finch (Taeniopygia guttata),57247,59729,Psittacus erithacus,Taeniopygia guttata,Psittacus erithacus,Taeniopygia guttata,67.814305,56.259865,86.0,12.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Drill (Mandrillus leucophaeus),9561,9568,Mandrillus sphinx,Mandrillus leucophaeus,Mandrillus sphinx,Mandrillus leucophaeus,2.876,1.0,3.85168,7.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Red colobus (Piliocolobus spp.),9561,591932,Mandrillus sphinx,Piliocolobus,Mandrillus sphinx,Piliocolobus,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Black-and-white colobus (Colobus guereza),9561,33548,Mandrillus sphinx,Colobus guereza,Mandrillus sphinx,Colobus guereza,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Langurs (Semnopithecus spp. / Trachypithecus spp.),9561,88028,Mandrillus sphinx,Semnopithecus,Mandrillus sphinx,Semnopithecus,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Chimpanzee (Pan troglodytes),9561,9598,Mandrillus sphinx,Pan troglodytes,Mandrillus sphinx,Pan troglodytes,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Bonobo (Pan paniscus),9561,9597,Mandrillus sphinx,Pan paniscus,Mandrillus sphinx,Pan paniscus,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Western Gorilla (Gorilla gorilla),9561,9593,Mandrillus sphinx,Gorilla gorilla,Mandrillus sphinx,Gorilla gorilla,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Eastern Gorilla (Gorilla beringei),9561,499232,Mandrillus sphinx,Gorilla beringei,Mandrillus sphinx,Gorilla beringei,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Bornean Orangutan (Pongo pygmaeus),9561,9600,Mandrillus sphinx,Pongo pygmaeus,Mandrillus sphinx,Pongo pygmaeus,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Siamang (Symphalangus syndactylus),9561,9590,Mandrillus sphinx,Symphalangus syndactylus,Mandrillus sphinx,Symphalangus syndactylus,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",9561,9578,Mandrillus sphinx,Hylobates,Mandrillus sphinx,Hylobates,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Brown lemurs (Eulemur spp.),9561,13513,Mandrillus sphinx,Eulemur,Mandrillus sphinx,Eulemur,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Indri (Indri indri),9561,34827,Mandrillus sphinx,Indri indri,Mandrillus sphinx,Indri indri,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Rhesus macaque (Macaca mulatta),9561,9544,Mandrillus sphinx,Macaca mulatta,Mandrillus sphinx,Macaca mulatta,10.454,8.78921,11.05064,42.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Japanese macaque (Macaca fuscata),9561,9542,Mandrillus sphinx,Macaca fuscata,Mandrillus sphinx,Macaca fuscata,10.454,8.78921,11.05064,42.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Vervet monkey (Chlorocebus pygerythrus),9561,60710,Mandrillus sphinx,Chlorocebus pygerythrus,Mandrillus sphinx,Chlorocebus pygerythrus,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Campbell's monkey (Cercopithecus campbelli),9561,303588,Mandrillus sphinx,Cercopithecus campbelli,Mandrillus sphinx,Cercopithecus campbelli,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Olive baboon (Papio anubis),9561,9555,Mandrillus sphinx,Papio anubis,Mandrillus sphinx,Papio anubis,7.5,6.1,11.737,11.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Yellow baboon (Papio cynocephalus),9561,9556,Mandrillus sphinx,Papio cynocephalus,Mandrillus sphinx,Papio cynocephalus,7.5,6.1,11.737,11.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Ring-tailed lemur (Lemur catta),9561,9447,Mandrillus sphinx,Lemur catta,Mandrillus sphinx,Lemur catta,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Mouse lemurs (Microcebus spp.),9561,13149,Mandrillus sphinx,Microcebus,Mandrillus sphinx,Microcebus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Tufted capuchin (Sapajus apella),9561,9515,Mandrillus sphinx,Sapajus apella,Mandrillus sphinx,Sapajus apella,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Common marmoset (Callithrix jacchus),9561,9483,Mandrillus sphinx,Callithrix jacchus,Mandrillus sphinx,Callithrix jacchus,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Howler monkey (Alouatta spp.),9561,9499,Mandrillus sphinx,Alouatta,Mandrillus sphinx,Alouatta,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Diana monkey (Cercopithecus diana),9561,36224,Mandrillus sphinx,Cercopithecus diana,Mandrillus sphinx,Cercopithecus diana,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Putty-nosed monkey (Cercopithecus nictitans),9561,36228,Mandrillus sphinx,Cercopithecus nictitans,Mandrillus sphinx,Cercopithecus nictitans,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Red-tailed monkey (Cercopithecus ascanius),9561,36223,Mandrillus sphinx,Cercopithecus ascanius,Mandrillus sphinx,Cercopithecus ascanius,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),De Brazza’s monkey (Cercopithecus neglectus),9561,36227,Mandrillus sphinx,Cercopithecus neglectus,Mandrillus sphinx,Cercopithecus neglectus,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),L’Hoest’s monkey (Allochrocebus lhoesti),9561,100224,Mandrillus sphinx,Allochrocebus lhoesti,Mandrillus sphinx,Allochrocebus lhoesti,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Patas monkey (Erythrocebus patas),9561,9538,Mandrillus sphinx,Erythrocebus patas,Mandrillus sphinx,Erythrocebus patas,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Talapoin monkey (Miopithecus talapoin),9561,36231,Mandrillus sphinx,Miopithecus talapoin,Mandrillus sphinx,Miopithecus talapoin,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Gelada (Theropithecus gelada),9561,9565,Mandrillus sphinx,Theropithecus gelada,Mandrillus sphinx,Theropithecus gelada,7.5,6.1,11.737,11.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Crowned monkey / Crowned guenon (Cercopithecus pogonias),9561,102108,Mandrillus sphinx,Cercopithecus pogonias,Mandrillus sphinx,Cercopithecus pogonias,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Mona monkey (Cercopithecus mona),9561,36226,Mandrillus sphinx,Cercopithecus mona,Mandrillus sphinx,Cercopithecus mona,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Chacma baboon (Papio ursinus),9561,36229,Mandrillus sphinx,Papio ursinus,Mandrillus sphinx,Papio ursinus,7.5,6.1,11.737,11.0,TimeTree API pairwise summaryjson,
Mandrill (Mandrillus sphinx),Zebra finch (Taeniopygia guttata),9561,59729,Mandrillus sphinx,Taeniopygia guttata,Mandrillus sphinx,Taeniopygia guttata,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Red colobus (Piliocolobus spp.),9568,591932,Mandrillus leucophaeus,Piliocolobus,Mandrillus leucophaeus,Piliocolobus,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Black-and-white colobus (Colobus guereza),9568,33548,Mandrillus leucophaeus,Colobus guereza,Mandrillus leucophaeus,Colobus guereza,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Langurs (Semnopithecus spp. / Trachypithecus spp.),9568,88028,Mandrillus leucophaeus,Semnopithecus,Mandrillus leucophaeus,Semnopithecus,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Chimpanzee (Pan troglodytes),9568,9598,Mandrillus leucophaeus,Pan troglodytes,Mandrillus leucophaeus,Pan troglodytes,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Bonobo (Pan paniscus),9568,9597,Mandrillus leucophaeus,Pan paniscus,Mandrillus leucophaeus,Pan paniscus,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Western Gorilla (Gorilla gorilla),9568,9593,Mandrillus leucophaeus,Gorilla gorilla,Mandrillus leucophaeus,Gorilla gorilla,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
