species_a,species_b,timetree_taxon_id_a,timetree_taxon_id_b,timetree_query_a,timetree_query_b,timetree_name_a,timetree_name_b,timetree_mya,timetree_ci_low,timetree_ci_high,timetree_study_count,timetree_source,timetree_error
Vervet monkey (Chlorocebus pygerythrus),Mona monkey (Cercopithecus mona),60710,36226,Chlorocebus pygerythrus,Cercopithecus mona,Chlorocebus pygerythrus,Cercopithecus mona,8.61071,7.0046,11.448,5.0,TimeTree API pairwise summaryjson,
Vervet monkey (Chlorocebus pygerythrus),Chacma baboon (Papio ursinus),60710,36229,Chlorocebus pygerythrus,Papio ursinus,Chlorocebus pygerythrus,Papio ursinus,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Vervet monkey (Chlorocebus pygerythrus),Zebra finch (Taeniopygia guttata),60710,59729,Chlorocebus pygerythrus,Taeniopygia guttata,Chlorocebus pygerythrus,Taeniopygia guttata,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Campbell's monkey (Cercopithecus campbelli),Olive baboon (Papio anubis),303588,9555,Cercopithecus campbelli,Papio anubis,Cercopithecus campbelli,Papio anubis,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Campbell's monkey (Cercopithecus campbelli),Yellow baboon (Papio cynocephalus),303588,9556,Cercopithecus campbelli,Papio cynocephalus,Cercopithecus campbelli,Papio cynocephalus,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Campbell's monkey (Cercopithecus campbelli),Ring-tailed lemur (Lemur catta),303588,9447,Cercopithecus campbelli,Lemur catta,Cercopithecus campbelli,Lemur catta,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Campbell's monkey (Cercopithecus campbelli),Mouse lemurs (Microcebus spp.),303588,13149,Cercopithecus campbelli,Microcebus,Cercopithecus campbelli,Microcebus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Campbell's monkey (Cercopithecus campbelli),Tufted capuchin (Sapajus apella),303588,9515,Cercopithecus campbelli,Sapajus apella,Cercopithecus campbelli,Sapajus apella,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Campbell's monkey (Cercopithecus campbelli),Common marmoset (Callithrix jacchus),303588,9483,Cercopithecus campbelli,Callithrix jacchus,Cercopithecus campbelli,Callithrix jacchus,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Campbell's monkey (Cercopithecus campbelli),Howler monkey (Alouatta spp.),303588,9499,Cercopithecus campbelli,Alouatta,Cercopithecus campbelli,Alouatta,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Campbell's monkey (Cercopithecus campbelli),Diana monkey (Cercopithecus diana),303588,36224,Cercopithecus campbelli,Cercopithecus diana,Cercopithecus campbelli,Cercopithecus diana,8.61071,7.0046,11.448,5.0,TimeTree API pairwise summaryjson,
Campbell's monkey (Cercopithecus campbelli),Putty-nosed monkey (Cercopithecus nictitans),303588,36228,Cercopithecus campbelli,Cercopithecus nictitans,Cercopithecus campbelli,Cercopithecus nictitans,8.61071,7.0046,11.448,5.0,TimeTree API pairwise summaryjson,
Campbell's monkey (Cercopithecus campbelli),Red-tailed monkey (Cercopithecus ascanius),303588,36223,Cercopithecus campbelli,Cercopithecus ascanius,Cercopithecus campbelli,Cercopithecus ascanius,8.61071,7.0046,11.448,5.0,TimeTree API pairwise summaryjson,
Campbell's monkey (Cercopithecus campbelli),De Brazza’s monkey (Cercopithecus neglectus),303588,36227,Cercopithecus campbelli,Cercopithecus neglectus,Cercopithecus campbelli,Cercopithecus neglectus,8.61071,7.0046,11.448,5.0,TimeTree API pairwise summaryjson,
Campbell's monkey (Cercopithecus campbelli),L’Hoest’s monkey (Allochrocebus lhoesti),303588,100224,Cercopithecus campbelli,Allochrocebus lhoesti,Cercopithecus campbelli,Allochrocebus lhoesti,5.5541,4.8,9.02845,7.0,TimeTree API pairwise summaryjson,
Campbell's monkey (Cercopithecus campbelli),Patas monkey (Erythrocebus patas),303588,9538,Cercopithecus campbelli,Erythrocebus patas,Cercopithecus campbelli,Erythrocebus patas,5.5541,4.8,9.02845,7.0,TimeTree API pairwise summaryjson,
Campbell's monkey (Cercopithecus campbelli),Talapoin monkey (Miopithecus talapoin),303588,36231,Cercopithecus campbelli,Miopithecus talapoin,Cercopithecus campbelli,Miopithecus talapoin,8.859425,7.5516,12.946,8.0,TimeTree API pairwise summaryjson,
Campbell's monkey (Cercopithecus campbelli),Gelada (Theropithecus gelada),303588,9565,Cercopithecus campbelli,Theropithecus gelada,Cercopithecus campbelli,Theropithecus gelada,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Campbell's monkey (Cercopithecus campbelli),Crowned monkey / Crowned guenon (Cercopithecus pogonias),303588,102108,Cercopithecus campbelli,Cercopithecus pogonias,Cercopithecus campbelli,Cercopithecus pogonias,5.091342,0.0,0.0,5.0,TimeTree API pairwise summaryjson,
Campbell's monkey (Cercopithecus campbelli),Mona monkey (Cercopithecus mona),303588,36226,Cercopithecus campbelli,Cercopithecus mona,Cercopithecus campbelli,Cercopithecus mona,8.61071,7.0046,11.448,5.0,TimeTree API pairwise summaryjson,
Campbell's monkey (Cercopithecus campbelli),Chacma baboon (Papio ursinus),303588,36229,Cercopithecus campbelli,Papio ursinus,Cercopithecus campbelli,Papio ursinus,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Campbell's monkey (Cercopithecus campbelli),Zebra finch (Taeniopygia guttata),303588,59729,Cercopithecus campbelli,Taeniopygia guttata,Cercopithecus campbelli,Taeniopygia guttata,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Olive baboon (Papio anubis),Yellow baboon (Papio cynocephalus),9555,9556,Papio anubis,Papio cynocephalus,Papio anubis,Papio cynocephalus,1.986615,0.39,7.5,4.0,TimeTree API pairwise summaryjson,
Olive baboon (Papio anubis),Ring-tailed lemur (Lemur catta),9555,9447,Papio anubis,Lemur catta,Papio anubis,Lemur catta,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Olive baboon (Papio anubis),Mouse lemurs (Microcebus spp.),9555,13149,Papio anubis,Microcebus,Papio anubis,Microcebus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Olive baboon (Papio anubis),Tufted capuchin (Sapajus apella),9555,9515,Papio anubis,Sapajus apella,Papio anubis,Sapajus apella,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Olive baboon (Papio anubis),Common marmoset (Callithrix jacchus),9555,9483,Papio anubis,Callithrix jacchus,Papio anubis,Callithrix jacchus,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Olive baboon (Papio anubis),Howler monkey (Alouatta spp.),9555,9499,Papio anubis,Alouatta,Papio anubis,Alouatta,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Olive baboon (Papio anubis),Diana monkey (Cercopithecus diana),9555,36224,Papio anubis,Cercopithecus diana,Papio anubis,Cercopithecus diana,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Olive baboon (Papio anubis),Putty-nosed monkey (Cercopithecus nictitans),9555,36228,Papio anubis,Cercopithecus nictitans,Papio anubis,Cercopithecus nictitans,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Olive baboon (Papio anubis),Red-tailed monkey (Cercopithecus ascanius),9555,36223,Papio anubis,Cercopithecus ascanius,Papio anubis,Cercopithecus ascanius,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Olive baboon (Papio anubis),De Brazza’s monkey (Cercopithecus neglectus),9555,36227,Papio anubis,Cercopithecus neglectus,Papio anubis,Cercopithecus neglectus,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Olive baboon (Papio anubis),L’Hoest’s monkey (Allochrocebus lhoesti),9555,100224,Papio anubis,Allochrocebus lhoesti,Papio anubis,Allochrocebus lhoesti,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Olive baboon (Papio anubis),Patas monkey (Erythrocebus patas),9555,9538,Papio anubis,Erythrocebus patas,Papio anubis,Erythrocebus patas,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Olive baboon (Papio anubis),Talapoin monkey (Miopithecus talapoin),9555,36231,Papio anubis,Miopithecus talapoin,Papio anubis,Miopithecus talapoin,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Olive baboon (Papio anubis),Gelada (Theropithecus gelada),9555,9565,Papio anubis,Theropithecus gelada,Papio anubis,Theropithecus gelada,4.52,4.0,4.83554,20.0,TimeTree API pairwise summaryjson,
Olive baboon (Papio anubis),Crowned monkey / Crowned guenon (Cercopithecus pogonias),9555,102108,Papio anubis,Cercopithecus pogonias,Papio anubis,Cercopithecus pogonias,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Olive baboon (Papio anubis),Mona monkey (Cercopithecus mona),9555,36226,Papio anubis,Cercopithecus mona,Papio anubis,Cercopithecus mona,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Olive baboon (Papio anubis),Chacma baboon (Papio ursinus),9555,36229,Papio anubis,Papio ursinus,Papio anubis,Papio ursinus,1.986615,0.39,7.5,4.0,TimeTree API pairwise summaryjson,
Olive baboon (Papio anubis),Zebra finch (Taeniopygia guttata),9555,59729,Papio anubis,Taeniopygia guttata,Papio anubis,Taeniopygia guttata,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Yellow baboon (Papio cynocephalus),Ring-tailed lemur (Lemur catta),9556,9447,Papio cynocephalus,Lemur catta,Papio cynocephalus,Lemur catta,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Yellow baboon (Papio cynocephalus),Mouse lemurs (Microcebus spp.),9556,13149,Papio cynocephalus,Microcebus,Papio cynocephalus,Microcebus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Yellow baboon (Papio cynocephalus),Tufted capuchin (Sapajus apella),9556,9515,Papio cynocephalus,Sapajus apella,Papio cynocephalus,Sapajus apella,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Yellow baboon (Papio cynocephalus),Common marmoset (Callithrix jacchus),9556,9483,Papio cynocephalus,Callithrix jacchus,Papio cynocephalus,Callithrix jacchus,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Yellow baboon (Papio cynocephalus),Howler monkey (Alouatta spp.),9556,9499,Papio cynocephalus,Alouatta,Papio cynocephalus,Alouatta,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Yellow baboon (Papio cynocephalus),Diana monkey (Cercopithecus diana),9556,36224,Papio cynocephalus,Cercopithecus diana,Papio cynocephalus,Cercopithecus diana,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Yellow baboon (Papio cynocephalus),Putty-nosed monkey (Cercopithecus nictitans),9556,36228,Papio cynocephalus,Cercopithecus nictitans,Papio cynocephalus,Cercopithecus nictitans,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Yellow baboon (Papio cynocephalus),Red-tailed monkey (Cercopithecus ascanius),9556,36223,Papio cynocephalus,Cercopithecus ascanius,Papio cynocephalus,Cercopithecus ascanius,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Yellow baboon (Papio cynocephalus),De Brazza’s monkey (Cercopithecus neglectus),9556,36227,Papio cynocephalus,Cercopithecus neglectus,Papio cynocephalus,Cercopithecus neglectus,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Yellow baboon (Papio cynocephalus),L’Hoest’s monkey (Allochrocebus lhoesti),9556,100224,Papio cynocephalus,Allochrocebus lhoesti,Papio cynocephalus,Allochrocebus lhoesti,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Yellow baboon (Papio cynocephalus),Patas monkey (Erythrocebus patas),9556,9538,Papio cynocephalus,Erythrocebus patas,Papio cynocephalus,Erythrocebus patas,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Yellow baboon (Papio cynocephalus),Talapoin monkey (Miopithecus talapoin),9556,36231,Papio cynocephalus,Miopithecus talapoin,Papio cynocephalus,Miopithecus talapoin,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Yellow baboon (Papio cynocephalus),Gelada (Theropithecus gelada),9556,9565,Papio cynocephalus,Theropithecus gelada,Papio cynocephalus,Theropithecus gelada,4.52,4.0,4.83554,20.0,TimeTree API pairwise summaryjson,
Yellow baboon (Papio cynocephalus),Crowned monkey / Crowned guenon (Cercopithecus pogonias),9556,102108,Papio cynocephalus,Cercopithecus pogonias,Papio cynocephalus,Cercopithecus pogonias,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Yellow baboon (Papio cynocephalus),Mona monkey (Cercopithecus mona),9556,36226,Papio cynocephalus,Cercopithecus mona,Papio cynocephalus,Cercopithecus mona,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Yellow baboon (Papio cynocephalus),Chacma baboon (Papio ursinus),9556,36229,Papio cynocephalus,Papio ursinus,Papio cynocephalus,Papio ursinus,1.277215,0.7104,1.91,4.0,TimeTree API pairwise summaryjson,
Yellow baboon (Papio cynocephalus),Zebra finch (Taeniopygia guttata),9556,59729,Papio cynocephalus,Taeniopygia guttata,Papio cynocephalus,Taeniopygia guttata,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Ring-tailed lemur (Lemur catta),Mouse lemurs (Microcebus spp.),9447,13149,Lemur catta,Microcebus,Lemur catta,Microcebus,36.0,33.0,39.33,21.0,TimeTree API pairwise summaryjson,
Ring-tailed lemur (Lemur catta),Tufted capuchin (Sapajus apella),9447,9515,Lemur catta,Sapajus apella,Lemur catta,Sapajus apella,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Ring-tailed lemur (Lemur catta),Common marmoset (Callithrix jacchus),9447,9483,Lemur catta,Callithrix jacchus,Lemur catta,Callithrix jacchus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Ring-tailed lemur (Lemur catta),Howler monkey (Alouatta spp.),9447,9499,Lemur catta,Alouatta,Lemur catta,Alouatta,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Ring-tailed lemur (Lemur catta),Diana monkey (Cercopithecus diana),9447,36224,Lemur catta,Cercopithecus diana,Lemur catta,Cercopithecus diana,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Ring-tailed lemur (Lemur catta),Putty-nosed monkey (Cercopithecus nictitans),9447,36228,Lemur catta,Cercopithecus nictitans,Lemur catta,Cercopithecus nictitans,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Ring-tailed lemur (Lemur catta),Red-tailed monkey (Cercopithecus ascanius),9447,36223,Lemur catta,Cercopithecus ascanius,Lemur catta,Cercopithecus ascanius,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Ring-tailed lemur (Lemur catta),De Brazza’s monkey (Cercopithecus neglectus),9447,36227,Lemur catta,Cercopithecus neglectus,Lemur catta,Cercopithecus neglectus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Ring-tailed lemur (Lemur catta),L’Hoest’s monkey (Allochrocebus lhoesti),9447,100224,Lemur catta,Allochrocebus lhoesti,Lemur catta,Allochrocebus lhoesti,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Ring-tailed lemur (Lemur catta),Patas monkey (Erythrocebus patas),9447,9538,Lemur catta,Erythrocebus patas,Lemur catta,Erythrocebus patas,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Ring-tailed lemur (Lemur catta),Talapoin monkey (Miopithecus talapoin),9447,36231,Lemur catta,Miopithecus talapoin,Lemur catta,Miopithecus talapoin,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Ring-tailed lemur (Lemur catta),Gelada (Theropithecus gelada),9447,9565,Lemur catta,Theropithecus gelada,Lemur catta,Theropithecus gelada,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Ring-tailed lemur (Lemur catta),Crowned monkey / Crowned guenon (Cercopithecus pogonias),9447,102108,Lemur catta,Cercopithecus pogonias,Lemur catta,Cercopithecus pogonias,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Ring-tailed lemur (Lemur catta),Mona monkey (Cercopithecus mona),9447,36226,Lemur catta,Cercopithecus mona,Lemur catta,Cercopithecus mona,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Ring-tailed lemur (Lemur catta),Chacma baboon (Papio ursinus),9447,36229,Lemur catta,Papio ursinus,Lemur catta,Papio ursinus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Ring-tailed lemur (Lemur catta),Zebra finch (Taeniopygia guttata),9447,59729,Lemur catta,Taeniopygia guttata,Lemur catta,Taeniopygia guttata,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Mouse lemurs (Microcebus spp.),Tufted capuchin (Sapajus apella),13149,9515,Microcebus,Sapajus apella,Microcebus,Sapajus apella,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Mouse lemurs (Microcebus spp.),Common marmoset (Callithrix jacchus),13149,9483,Microcebus,Callithrix jacchus,Microcebus,Callithrix jacchus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Mouse lemurs (Microcebus spp.),Howler monkey (Alouatta spp.),13149,9499,Microcebus,Alouatta,Microcebus,Alouatta,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Mouse lemurs (Microcebus spp.),Diana monkey (Cercopithecus diana),13149,36224,Microcebus,Cercopithecus diana,Microcebus,Cercopithecus diana,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Mouse lemurs (Microcebus spp.),Putty-nosed monkey (Cercopithecus nictitans),13149,36228,Microcebus,Cercopithecus nictitans,Microcebus,Cercopithecus nictitans,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Mouse lemurs (Microcebus spp.),Red-tailed monkey (Cercopithecus ascanius),13149,36223,Microcebus,Cercopithecus ascanius,Microcebus,Cercopithecus ascanius,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Mouse lemurs (Microcebus spp.),De Brazza’s monkey (Cercopithecus neglectus),13149,36227,Microcebus,Cercopithecus neglectus,Microcebus,Cercopithecus neglectus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Mouse lemurs (Microcebus spp.),L’Hoest’s monkey (Allochrocebus lhoesti),13149,100224,Microcebus,Allochrocebus lhoesti,Microcebus,Allochrocebus lhoesti,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Mouse lemurs (Microcebus spp.),Patas monkey (Erythrocebus patas),13149,9538,Microcebus,Erythrocebus patas,Microcebus,Erythrocebus patas,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Mouse lemurs (Microcebus spp.),Talapoin monkey (Miopithecus talapoin),13149,36231,Microcebus,Miopithecus talapoin,Microcebus,Miopithecus talapoin,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Mouse lemurs (Microcebus spp.),Gelada (Theropithecus gelada),13149,9565,Microcebus,Theropithecus gelada,Microcebus,Theropithecus gelada,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Mouse lemurs (Microcebus spp.),Crowned monkey / Crowned guenon (Cercopithecus pogonias),13149,102108,Microcebus,Cercopithecus pogonias,Microcebus,Cercopithecus pogonias,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Mouse lemurs (Microcebus spp.),Mona monkey (Cercopithecus mona),13149,36226,Microcebus,Cercopithecus mona,Microcebus,Cercopithecus mona,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Mouse lemurs (Microcebus spp.),Chacma baboon (Papio ursinus),13149,36229,Microcebus,Papio ursinus,Microcebus,Papio ursinus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Mouse lemurs (Microcebus spp.),Zebra finch (Taeniopygia guttata),13149,59729,Microcebus,Taeniopygia guttata,Microcebus,Taeniopygia guttata,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Tufted capuchin (Sapajus apella),Common marmoset (Callithrix jacchus),9515,9483,Sapajus apella,Callithrix jacchus,Sapajus apella,Callithrix jacchus,17.88348,17.1,19.10146,26.0,TimeTree API pairwise summaryjson,
Tufted capuchin (Sapajus apella),Howler monkey (Alouatta spp.),9515,9499,Sapajus apella,Alouatta,Sapajus apella,Alouatta,19.6,18.1,21.80027,23.0,TimeTree API pairwise summaryjson,
Tufted capuchin (Sapajus apella),Diana monkey (Cercopithecus diana),9515,36224,Sapajus apella,Cercopithecus diana,Sapajus apella,Cercopithecus diana,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Tufted capuchin (Sapajus apella),Putty-nosed monkey (Cercopithecus nictitans),9515,36228,Sapajus apella,Cercopithecus nictitans,Sapajus apella,Cercopithecus nictitans,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Tufted capuchin (Sapajus apella),Red-tailed monkey (Cercopithecus ascanius),9515,36223,Sapajus apella,Cercopithecus ascanius,Sapajus apella,Cercopithecus ascanius,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Tufted capuchin (Sapajus apella),De Brazza’s monkey (Cercopithecus neglectus),9515,36227,Sapajus apella,Cercopithecus neglectus,Sapajus apella,Cercopithecus neglectus,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Tufted capuchin (Sapajus apella),L’Hoest’s monkey (Allochrocebus lhoesti),9515,100224,Sapajus apella,Allochrocebus lhoesti,Sapajus apella,Allochrocebus lhoesti,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
